"nachname";"vorname";"geburtsdatum";"schuljahr";"abschnitt";"fach";"fachlehrer";"kurs";"kursart";"jahrgaenge";"note";"abiturfach";"wochenstd";"externeschulnr";"zusatzkraft";"wochenstdzusatzkraft";"fehlstd";"unentschfehlstd";"mahnung";"mahndatum"
"Kovač";"Petra";"26.02.2008";"2025";"2";"PH";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Kovač";"Petra";"26.02.2008";"2025";"2";"GE";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"García";"Carlos";"15.05.2007";"2025";"2";"D";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"García";"Carlos";"15.05.2007";"2025";"2";"M";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"García";"Carlos";"15.05.2007";"2025";"2";"E";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"García";"Carlos";"15.05.2007";"2025";"2";"PH";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"García";"Carlos";"15.05.2007";"2025";"2";"GE";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Moreau";"Claire";"07.10.2008";"2025";"2";"D";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Moreau";"Claire";"07.10.2008";"2025";"2";"M";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Moreau";"Claire";"07.10.2008";"2025";"2";"E";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Moreau";"Claire";"07.10.2008";"2025";"2";"PH";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Moreau";"Claire";"07.10.2008";"2025";"2";"GE";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Schulz";"Lena";"01.06.2009";"2025";"2";"D";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Schulz";"Lena";"01.06.2009";"2025";"2";"M";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Schulz";"Lena";"01.06.2009";"2025";"2";"E";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Schulz";"Lena";"01.06.2009";"2025";"2";"PH";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Schulz";"Lena";"01.06.2009";"2025";"2";"GE";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Hoffmann";"Tim";"24.03.2008";"2025";"2";"D";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Hoffmann";"Tim";"24.03.2008";"2025";"2";"M";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Hoffmann";"Tim";"24.03.2008";"2025";"2";"E";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Hoffmann";"Tim";"24.03.2008";"2025";"2";"PH";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Hoffmann";"Tim";"24.03.2008";"2025";"2";"GE";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Koch";"Mia";"16.11.2007";"2025";"2";"D";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Koch";"Mia";"16.11.2007";"2025";"2";"M";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Koch";"Mia";"16.11.2007";"2025";"2";"E";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Koch";"Mia";"16.11.2007";"2025";"2";"PH";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Koch";"Mia";"16.11.2007";"2025";"2";"GE";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Michalski";"Marek";"03.01.2007";"2025";"2";"D";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Michalski";"Marek";"03.01.2007";"2025";"2";"M";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Michalski";"Marek";"03.01.2007";"2025";"2";"E";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Michalski";"Marek";"03.01.2007";"2025";"2";"PH";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Michalski";"Marek";"03.01.2007";"2025";"2";"GE";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Müller";"Renate";"03.02.2008";"2025";"2";"D";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Müller";"Renate";"03.02.2008";"2025";"2";"M";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Müller";"Renate";"03.02.2008";"2025";"2";"E";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Müller";"Renate";"03.02.2008";"2025";"2";"PH";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Müller";"Renate";"03.02.2008";"2025";"2";"GE";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Pylypenko";"Natalia";"22.01.2007";"2025";"2";"D";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Pylypenko";"Natalia";"22.01.2007";"2025";"2";"M";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Pylypenko";"Natalia";"22.01.2007";"2025";"2";"E";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Pylypenko";"Natalia";"22.01.2007";"2025";"2";"PH";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Pylypenko";"Natalia";"22.01.2007";"2025";"2";"GE";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Lange";"Sarah";"15.03.2007";"2025";"2";"D";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Lange";"Sarah";"15.03.2007";"2025";"2";"M";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Lange";"Sarah";"15.03.2007";"2025";"2";"E";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Lange";"Sarah";"15.03.2007";"2025";"2";"PH";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Lange";"Sarah";"15.03.2007";"2025";"2";"GE";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Pham";"Duc";"21.04.2008";"2025";"2";"D";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Pham";"Duc";"21.04.2008";"2025";"2";"M";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Pham";"Duc";"21.04.2008";"2025";"2";"E";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Pham";"Duc";"21.04.2008";"2025";"2";"PH";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Pham";"Duc";"21.04.2008";"2025";"2";"GE";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Haas";"Verena";"28.01.2007";"2025";"2";"D";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Haas";"Verena";"28.01.2007";"2025";"2";"M";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Haas";"Verena";"28.01.2007";"2025";"2";"E";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Haas";"Verena";"28.01.2007";"2025";"2";"PH";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Haas";"Verena";"28.01.2007";"2025";"2";"GE";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Dietz";"Maria";"06.07.2008";"2025";"2";"D";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Dietz";"Maria";"06.07.2008";"2025";"2";"M";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Dietz";"Maria";"06.07.2008";"2025";"2";"E";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Dietz";"Maria";"06.07.2008";"2025";"2";"PH";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Dietz";"Maria";"06.07.2008";"2025";"2";"GE";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Tekin";"İbrahim";"25.09.2007";"2025";"2";"D";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Tekin";"İbrahim";"25.09.2007";"2025";"2";"M";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Tekin";"İbrahim";"25.09.2007";"2025";"2";"E";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Tekin";"İbrahim";"25.09.2007";"2025";"2";"PH";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Tekin";"İbrahim";"25.09.2007";"2025";"2";"GE";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Keller";"Lisa";"22.03.2007";"2025";"2";"D";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Keller";"Lisa";"22.03.2007";"2025";"2";"M";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Keller";"Lisa";"22.03.2007";"2025";"2";"E";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Keller";"Lisa";"22.03.2007";"2025";"2";"PH";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Keller";"Lisa";"22.03.2007";"2025";"2";"GE";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Moreno";"Alejandro";"11.02.2007";"2025";"2";"D";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Moreno";"Alejandro";"11.02.2007";"2025";"2";"M";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Moreno";"Alejandro";"11.02.2007";"2025";"2";"E";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Moreno";"Alejandro";"11.02.2007";"2025";"2";"PH";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Moreno";"Alejandro";"11.02.2007";"2025";"2";"GE";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Al-Ali";"Hussein";"18.04.2008";"2025";"2";"D";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Al-Ali";"Hussein";"18.04.2008";"2025";"2";"M";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Al-Ali";"Hussein";"18.04.2008";"2025";"2";"E";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Al-Ali";"Hussein";"18.04.2008";"2025";"2";"PH";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Al-Ali";"Hussein";"18.04.2008";"2025";"2";"GE";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Kravchenko";"Taras";"13.01.2007";"2025";"2";"D";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Kravchenko";"Taras";"13.01.2007";"2025";"2";"M";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Kravchenko";"Taras";"13.01.2007";"2025";"2";"E";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Kravchenko";"Taras";"13.01.2007";"2025";"2";"PH";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Kravchenko";"Taras";"13.01.2007";"2025";"2";"GE";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Şen";"Uğur";"21.01.2007";"2025";"2";"D";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Şen";"Uğur";"21.01.2007";"2025";"2";"M";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Şen";"Uğur";"21.01.2007";"2025";"2";"E";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Şen";"Uğur";"21.01.2007";"2025";"2";"PH";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Şen";"Uğur";"21.01.2007";"2025";"2";"GE";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Yalçın";"Emre";"23.07.2008";"2025";"2";"D";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Yalçın";"Emre";"23.07.2008";"2025";"2";"M";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Yalçın";"Emre";"23.07.2008";"2025";"2";"E";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Yalçın";"Emre";"23.07.2008";"2025";"2";"PH";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Yalçın";"Emre";"23.07.2008";"2025";"2";"GE";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Kellner";"Christoph";"17.01.2007";"2025";"2";"D";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Kellner";"Christoph";"17.01.2007";"2025";"2";"M";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Kellner";"Christoph";"17.01.2007";"2025";"2";"E";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Kellner";"Christoph";"17.01.2007";"2025";"2";"PH";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Kellner";"Christoph";"17.01.2007";"2025";"2";"GE";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Meyer";"Finn";"09.04.2008";"2025";"2";"D";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Meyer";"Finn";"09.04.2008";"2025";"2";"M";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Meyer";"Finn";"09.04.2008";"2025";"2";"E";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Meyer";"Finn";"09.04.2008";"2025";"2";"PH";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Meyer";"Finn";"09.04.2008";"2025";"2";"GE";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Ionescu";"Gabriel";"08.02.2008";"2025";"2";"D";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Ionescu";"Gabriel";"08.02.2008";"2025";"2";"M";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Ionescu";"Gabriel";"08.02.2008";"2025";"2";"E";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Ionescu";"Gabriel";"08.02.2008";"2025";"2";"PH";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Ionescu";"Gabriel";"08.02.2008";"2025";"2";"GE";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Lewandowski";"Urszula";"20.05.2008";"2025";"2";"D";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Lewandowski";"Urszula";"20.05.2008";"2025";"2";"M";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Lewandowski";"Urszula";"20.05.2008";"2025";"2";"E";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Lewandowski";"Urszula";"20.05.2008";"2025";"2";"PH";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Lewandowski";"Urszula";"20.05.2008";"2025";"2";"GE";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Klein";"Jan";"24.03.2008";"2025";"2";"D";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Klein";"Jan";"24.03.2008";"2025";"2";"M";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Klein";"Jan";"24.03.2008";"2025";"2";"E";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Klein";"Jan";"24.03.2008";"2025";"2";"PH";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Klein";"Jan";"24.03.2008";"2025";"2";"GE";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Đukić";"Dragan";"12.01.2008";"2025";"2";"D";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Đukić";"Dragan";"12.01.2008";"2025";"2";"M";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Đukić";"Dragan";"12.01.2008";"2025";"2";"E";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Đukić";"Dragan";"12.01.2008";"2025";"2";"PH";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Đukić";"Dragan";"12.01.2008";"2025";"2";"GE";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Laurent";"Yann";"28.11.2008";"2025";"2";"D";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Laurent";"Yann";"28.11.2008";"2025";"2";"M";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Laurent";"Yann";"28.11.2008";"2025";"2";"E";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Laurent";"Yann";"28.11.2008";"2025";"2";"PH";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Laurent";"Yann";"28.11.2008";"2025";"2";"GE";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Pham";"Thanh";"11.07.2007";"2025";"2";"D";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Pham";"Thanh";"11.07.2007";"2025";"2";"M";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Pham";"Thanh";"11.07.2007";"2025";"2";"E";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Pham";"Thanh";"11.07.2007";"2025";"2";"PH";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Pham";"Thanh";"11.07.2007";"2025";"2";"GE";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Haddad";"Dina";"24.06.2008";"2025";"2";"D";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Haddad";"Dina";"24.06.2008";"2025";"2";"M";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Haddad";"Dina";"24.06.2008";"2025";"2";"E";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Haddad";"Dina";"24.06.2008";"2025";"2";"PH";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Haddad";"Dina";"24.06.2008";"2025";"2";"GE";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Müller";"Johanna";"28.11.2008";"2025";"2";"D";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Müller";"Johanna";"28.11.2008";"2025";"2";"M";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Müller";"Johanna";"28.11.2008";"2025";"2";"E";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Müller";"Johanna";"28.11.2008";"2025";"2";"PH";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Müller";"Johanna";"28.11.2008";"2025";"2";"GE";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Bauer";"Jennifer";"27.09.2009";"2025";"2";"D";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Bauer";"Jennifer";"27.09.2009";"2025";"2";"M";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Bauer";"Jennifer";"27.09.2009";"2025";"2";"E";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Bauer";"Jennifer";"27.09.2009";"2025";"2";"PH";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Bauer";"Jennifer";"27.09.2009";"2025";"2";"GE";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Yavuz";"Selda";"27.02.2009";"2025";"2";"D";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Yavuz";"Selda";"27.02.2009";"2025";"2";"M";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Yavuz";"Selda";"27.02.2009";"2025";"2";"E";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Yavuz";"Selda";"27.02.2009";"2025";"2";"PH";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Yavuz";"Selda";"27.02.2009";"2025";"2";"GE";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Koch";"Vanessa";"23.11.2008";"2025";"2";"D";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Koch";"Vanessa";"23.11.2008";"2025";"2";"M";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Koch";"Vanessa";"23.11.2008";"2025";"2";"E";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Koch";"Vanessa";"23.11.2008";"2025";"2";"PH";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Koch";"Vanessa";"23.11.2008";"2025";"2";"GE";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Wagner";"Sina";"20.08.2009";"2025";"2";"D";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Wagner";"Sina";"20.08.2009";"2025";"2";"M";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Wagner";"Sina";"20.08.2009";"2025";"2";"E";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Wagner";"Sina";"20.08.2009";"2025";"2";"PH";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Wagner";"Sina";"20.08.2009";"2025";"2";"GE";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Al-Jundi";"Basma";"23.02.2009";"2025";"2";"D";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Al-Jundi";"Basma";"23.02.2009";"2025";"2";"M";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Al-Jundi";"Basma";"23.02.2009";"2025";"2";"E";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Al-Jundi";"Basma";"23.02.2009";"2025";"2";"PH";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Al-Jundi";"Basma";"23.02.2009";"2025";"2";"GE";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Hartmann";"Jessica";"02.07.2009";"2025";"2";"D";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Hartmann";"Jessica";"02.07.2009";"2025";"2";"M";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Hartmann";"Jessica";"02.07.2009";"2025";"2";"E";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Hartmann";"Jessica";"02.07.2009";"2025";"2";"PH";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Hartmann";"Jessica";"02.07.2009";"2025";"2";"GE";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Aktaş";"Tuğba";"16.07.2009";"2025";"2";"D";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Aktaş";"Tuğba";"16.07.2009";"2025";"2";"M";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Aktaş";"Tuğba";"16.07.2009";"2025";"2";"E";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Aktaş";"Tuğba";"16.07.2009";"2025";"2";"PH";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Aktaş";"Tuğba";"16.07.2009";"2025";"2";"GE";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Stefan";"Florin";"13.05.2008";"2025";"2";"D";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Stefan";"Florin";"13.05.2008";"2025";"2";"M";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Stefan";"Florin";"13.05.2008";"2025";"2";"E";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Stefan";"Florin";"13.05.2008";"2025";"2";"PH";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Stefan";"Florin";"13.05.2008";"2025";"2";"GE";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Lauer";"Andreas";"27.04.2008";"2025";"2";"D";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Lauer";"Andreas";"27.04.2008";"2025";"2";"M";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Lauer";"Andreas";"27.04.2008";"2025";"2";"E";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Lauer";"Andreas";"27.04.2008";"2025";"2";"PH";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Lauer";"Andreas";"27.04.2008";"2025";"2";"GE";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Demirci";"Furkan";"01.10.2008";"2025";"2";"D";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Demirci";"Furkan";"01.10.2008";"2025";"2";"M";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Demirci";"Furkan";"01.10.2008";"2025";"2";"E";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Demirci";"Furkan";"01.10.2008";"2025";"2";"PH";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Demirci";"Furkan";"01.10.2008";"2025";"2";"GE";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Lewandowski";"Przemysław";"12.11.2009";"2025";"2";"D";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Lewandowski";"Przemysław";"12.11.2009";"2025";"2";"M";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Lewandowski";"Przemysław";"12.11.2009";"2025";"2";"E";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Lewandowski";"Przemysław";"12.11.2009";"2025";"2";"PH";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Lewandowski";"Przemysław";"12.11.2009";"2025";"2";"GE";"";"";"PUK";"";"2";"";"4";"";"";"";"0";"0";"";""
"Tekin";"Ceren";"26.10.2009";"2025";"2";"D";"";"";"PUK";"";"4";"";"4";"";"";"";"0";"0";"";""
"Tekin";"Ceren";"26.10.2009";"2025";"2";"M";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Tekin";"Ceren";"26.10.2009";"2025";"2";"E";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Tekin";"Ceren";"26.10.2009";"2025";"2";"PH";"";"";"PUK";"";"3";"";"4";"";"";"";"0";"0";"";""
"Tekin";"Ceren";"26.10.2009";"2025";"2";"GE";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Klein";"Michael";"06.06.2009";"2025";"2";"D";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Klein";"Michael";"06.06.2009";"2025";"2";"M";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
"Klein";"Michael";"06.06.2009";"2025";"2";"E";"";"";"PUK";"";"1";"";"4";"";"";"";"0";"0";"";""
"Klein";"Michael";"06.06.2009";"2025";"2";"PH";"";"";"PUK";"";"6";"";"4";"";"";"";"0";"0";"";""
"Klein";"Michael";"06.06.2009";"2025";"2";"GE";"";"";"PUK";"";"5";"";"4";"";"";"";"0";"0";"";""
